,x,y,content,class
332,-0.193304632640193,-0.13425961825684676,team yay so business utility sam ghods founding building proud box.net partner love excellent first my  ,4
333,-0.20587444193235177,-0.20270017431447265,good glad great shows amp you feel rock 1st night hope hear tonight many i  ,4
334,0.19795359751986588,-1.7230064954773903,catch scott boy anyone tonight bakula quot oh  ,4
335,-0.22410457256694294,-0.238799654621967,] true guard along n't period the best minds ms.badu do trip media fret hearts ur [  ,4
336,-0.10841144249016851,-0.10511597108534597,tedium file inventor fixing links times good broken ahh  ,4
337,-0.16768425589160715,-0.22643616167333716, ,4
338,-0.26373388663564756,-0.18419096701394236,are mondays of what make you it  ,4
339,-0.14602950888538063,-0.12532256812115247,tv peepers watch bed laying sleep past days try well min 45 going sleep.. i night two  ,4
340,-0.14635429089037644,-0.09117351236284914,bed going officially i goodnight  ,4
341,-0.16175073955651414,-0.14872154504071378,painting clothes i now  ,4
342,-0.16065115574435637,-0.1658984276232306,mutha lol yet anotha brutha  ,4
343,-0.17604219073674027,-0.16963453396335962,uber them ryanrossfanz ryan lt follow  ,4
344,-0.1785244122340682,-0.157863891184925,pick eyes hit close reply one  ,4
345,-0.20506847630572234,-0.10837155466122675,tell great connections country thousands family happy across academy  ,4
346,-0.18277308076244106,-0.18293912157288472,yeah kno nice will lol @ b hum janets haha ass drunk something..lol take party u seeing  ,4
347,-0.21242898796064613,-0.25489648182766866,: ankie star 1.0 welcome card new beginning the wonderful  ,4
348,-0.13284056672173342,-0.10190236242233854,german sydney imported loves together home bakeries feels honey  ,4
349,-0.1734018217085929,-0.1483532436652277,uncle i now  ,4
350,-0.05983846001053155,1.2700013885112076,n't levon said self better  ,4
351,-0.16579969295190725,-0.13416153748649914,science qoosfr understands instead queen cbn2 obscure person references fiction change name i  ,4
352,-0.15073588740340074,-0.14540460336453312,picnic fabulous our will  ,4
353,-0.1822067326745583,-0.13244215251681027,welcome nyc back  ,4
354,-0.15836785707898623,-0.14752289400715043,sorry talk talking friend.. havent but so best replied i  ,4
355,-0.14565408419721754,-0.14360438577659504,oh come go ok gon na one buy  ,4
356,-0.15650712267451072,-0.13808331957346442,sezdawg quiz tafe photoshoot  ,4
357,-0.22623562312922438,0.5339542627003382,challenge good luck  ,4
358,-0.22078887902850908,-0.10991451860529013,xd and em found clothes love oh  ,4
359,-0.13517874132644014,-0.11631850462772751,doubt gon no neverwinter na start rocking nights  ,4
360,-0.13872523644777457,-0.11767865778830168,phew gyal hair  ,4
361,-0.1389415750238627,-0.12363895728848796,keepin real  ,4
362,-0.18521729536852918,-0.10477004462439765,lt branded  ,4
363,-0.27170559978498965,-0.2455094060326452,pfers see fellow i adding many us nice  ,4
364,-0.1524506588352517,-0.11622449184746948,drinking eat good munchkin n playing time park latte impossible had  ,4
365,-0.19593947017484575,-0.1392067143026078,i site sure will  ,4
366,-0.20031780020816667,-0.09150239639854385,need cruise gon good na luck your  ,4
367,-0.15486677172767999,-0.16016367219937494,vegetables cooking tells whatever neighbor well us produces i  ,4
368,-0.14758438707420277,-0.16356747956766357,how hi today cel  ,4
369,-0.16420318557085894,-0.16290354660710812,goooooood today morning chubbx  ,4
370,-0.05570502515576658,-0.14422203323430519,blame good n't do things i  ,4
371,-0.14691641191922739,-0.1431188658741227,oven 7-9pm little wednesday okay think i  ,4
372,-0.16370504195629132,-0.15877219187140776,loving people *winks* hehe lotsa excellent  ,4
373,-0.1486796193105045,-0.16082244189442785,n't 'is thing little another planet odd think  ,4
374,-0.17449137772713127,-0.14054026421551358,talks yesterday nice got pay recession amidst told hear friend sure hike  ,4
375,-0.18326432085318342,-0.1890022110004835,temporarily windows now using tweetdeck  ,4
376,-0.196280831434361,-0.170044363113445,: shoe n't ca link selection joined wait society i excited shoedazzle  ,4
377,-0.19305764896710473,-0.11942648325546204,pick made going amp know sister foreseen taken i stray meetings  ,4
378,-0.10841144249016851,-0.10511597108534597,want us/me/all message whatever us direct  ,4
379,-0.2421116014080902,-0.045352434298566606, ,4
380,0.013050211685152307,-0.12162662743560759,strong n't just submitted starting challenge week night bad ai i fitness stats  ,4
381,-0.26406981378507854,-0.27487570427671043,reason .. www.facesbyrozzj.com following your  ,4
382,0.3599548304543496,-3.0516068484883294,missed pet n't able past days multiply use internet society ym quite i twitter busy  ,4
383,-0.16696446769313722,0.20903307136183874,mucho d hm juz more power must say watchin urs instantly became ur fan humor eps show u i lovin  ,4
384,-0.15901373111534856,-0.13960843761281236,n't new exactly wanted bored one work i old it background  ,4
385,-0.18410457303817668,-0.14633372769998637,please lol if work vote  ,4
386,-0.1915584137971023,-0.18407708039676077,see 'tweets time keep 10:45pm different morning normal zone i forgetting  ,4
387,-0.13034852391188667,-0.12810129887517696,curious something see video do mean youtube animation work i example snowing  ,4
388,-0.12326393527671407,-0.11970532793503054,need invite hunch  ,4
389,-0.17064977800536565,-0.0029496220196483726,thought mac  ,4
390,-0.19327658680924648,-0.06932377484597134,just maybe answer help idea.. jordan  ,4
391,-0.10841144249016851,-0.10511597108534597,made finally what panama map quot friends love haha animal  ,4
392,-0.15157375119528457,0.4408445582327712, ,4
393,-0.32372305113097777,-0.0062097474663605655,give gladly stone house join will squirrel jenny squirrel birds one kill it us i two  ,4
394,-1.1944563473607748,2.452521737802691,track wan : bed got time music lol call now vocals part na whichever best done  ,4
395,-0.1611018528495835,-0.1489520795451087,veil carrying in sa abay entourage will tagalog thanks part mau friend wedding kasal i  ,4
396,-0.16366834918914064,-0.1679765736788754,n't sorry petal weather sweat oh  ,4
397,-0.22664788683156786,-0.1192344414030855,how there today hey  ,4
398,-0.17580664576933308,-0.16489329153700852,inbox whoops full earlier email empty trying sorry today now anyone my  ,4
399,-0.1565361210620948,-0.17398068039185205,lol complaining wasnt making getting cleared sure  ,4
400,-0.12326026473241646,-0.11970052050746542,life movie freaky one i that quot got  ,4
401,-0.17596667181347136,-0.15624911282343026,hanging megan  ,4
402,0.030712433911391952,-0.12212610095281055,bed tomorrow early prep interview cleveland going  ,4
403,-0.13072656587152906,-0.13794949162261377,and remedy healthy dog  ,4
404,-0.14533043497371337,-0.12816541787105856,soma sick that rocks  ,4
405,-0.13073286205089485,-0.12811570826410434,edward yep..lol guys.. bored hunting i  ,4
406,-0.20063710386482264,-0.17592399784320775,heyyyyyyyyyyy you  ,4
407,-0.2317045716541076,-0.22044359431425226,myspace facebook music philosophy aka studying lt listening blah twitter math  ,4
408,-0.16714252726454654,-0.15620408232270458,yr donnie will gift there way answer ask everyone lastnight old earth got  ,4
409,-0.15258907856269593,-0.13701229790874347,time psp browser first year  ,4
410,-0.1876605680328724,-0.14379385083003585,good luck  ,4
411,-0.1599054267121494,-0.11333388631401616,season game is glad angels won first  ,4
412,-0.12953126893732927,-0.17205968540687994,continued success doubt will absolutely i  ,4
413,-0.18761282931946924,-0.14555487984980703,office go days another day  ,4
414,-0.17018392404871924,-0.15601839704818915,yeah afford nice wish things i  ,4
415,-0.18626569835563148,-0.1590023288270793,see want friends.. 800 but take long i  ,4
416,-0.18550450809590593,-0.159597316343856,regarding uploading newspaper greatest cartoon twitter  ,4
417,-0.15235918746988258,-0.15261972956280864,good henry idea ford every glad n't now liked that  ,4
418,-0.17346895594984765,-0.16946094756534572,friends update studying  ,4
419,-0.1416355893652263,-0.15364339158083584,good im everythings glad guys going  ,4
420,0.029636502593656706,-0.12026825433978486,happy do worry n't  ,4
421,-0.2614517785114089,-0.21350987703881344,jac might slow us headphones uk/japan if tita fr enough desperate i stuff my  ,4
422,-0.2551700953517578,3.611828520724803,gigs happen friday n't next week you saturday nyc still  ,4
423,0.3995829870147923,-0.32646868516082506,emmylou ty soon your baby upload harris be gr8fl ã¯â¿â½ tonight i  ,4
424,-0.21300887305157887,-0.2036783581122295,marvelous threw im idk cuz make boy.. cheeck gona thiss hoow weeeek hand  ,4
425,-0.16671195870142158,-0.1714271048438531,mom seven fall watching asleep hope aftermidnightproject pounds tomorrow dont i  ,4
426,1.031400752986493,-0.1242512057261442,awesome capones 430 puppy home work take around  ,4
427,-0.17164324338762815,-0.13683336218205364,photo is that vegas  ,4
428,-0.19592177255923546,-0.21495416749292692,yeah day opening  ,4
429,-0.12840185548513494,-0.11910727275098457,good major when results but will look feel hate working i  ,4
430,-0.15471182162293357,-0.12578627025396324,al team  ,4
431,-0.1584753710323609,-0.14336314547700166,day good really shoppping  ,4
432,-0.194408875663989,-0.16070117252493846,ok..i hope works now  ,4
433,-0.14907264303592088,-0.11530604097010676,good night sweet dreamz  ,4
434,-0.1509580999559436,-0.144636332994259,n't hope dissed scentsational i  ,4
435,-0.19147411068394338,-0.19539138680172777,invite people twitter will  ,4
436,-0.2078255387035214,-0.1762810607533594,good soon big good project coming new works enough news friends  ,4
437,-0.1510891575413881,-0.11587144301344092,yeah woohoo core rockin day hard  ,4
438,-0.20555891516555105,-0.24959559921715158,hey counts ya understand love jon  ,4
439,-0.16974844691981383,-0.13193217772207294,w/ time yet teaneck heading back stay internship utah luck spend ive place got  ,4
440,-0.18981758888362574,-0.14957616981751742,bed heh wall without if running feet make tripping i  ,4
441,-0.11535734203653851,-0.1119448670216268,week yes now happy using pretty result  ,4
442,-0.15180733660060255,-0.14497807467861223,exactly  ,4
443,0.03964884557802432,-0.2540033934797406,stay wake wonder long pass  ,4
444,-0.1975412569168185,-0.11469678675320147,tell alcohol let amp wisdom words great now caffeine d-dub doctor  ,4
445,-0.21724317880796762,-0.11025699314714164,good sleep will now knight well i know  ,4
446,-0.1495437899581306,-0.13103187696276747,see glad exhausted become unc champs national got  ,4
447,-0.15605566734475002,-0.1382217314475589,thought centrelink wasnt bad going i  ,4
448,-0.16919379898768727,-0.17730698171370549,way want n't  ,4
449,-0.7718238473520366,-0.724165300780752,excited is italian cuz hella  ,4
450,-0.19305893388429254,0.4443519294993591,gigs core access 60 64 bit opterons ram love research quad machine  ,4
451,-0.13668781071548006,-0.12994368821803223,time @ exhausting quick day it  ,4
452,-0.1921699248027706,-0.16613865464634495,bohdi holidays jasmine  ,4
453,-0.16096396186029663,-0.16920861941069715,hey dreamin good sleepin morning night last dreams how had means i strange  ,4
454,-0.05293408608040996,-0.2376511253422023,wooot outside trampoine jump going  ,4
455,-0.1385453350126427,-0.10308709283036288,rad finals made l cross sophie ps country cool yay mates lt everythins today love  ,4
456,-0.2218762337037178,-0.20217346760071292,thinking lol thing i  ,4
457,-0.186509770093815,-0.21011983671812212,n't able none expect back pressured feel do happy reply listen us talk  ,4
458,-0.23542396225673382,-0.18425574811399548,good got list ta tho movie back only quot seen shooter watch put oh  ,4
459,-0.24859606973391313,-0.24995287179386225,tell hope better u great amp spoken now night fb feelin fire right i love ur twitter  ,4
460,-0.24378640055206388,-0.18815396516537472,ha sleep gon bc keeping morn fun show hate trip na workouts mexico air love late  ,4
461,-0.11884668205243748,-0.13296377684056937,somewhat pad break time feeling coming artistic feel new sketching design dress  ,4
462,-0.10841144249016851,-0.10511597108534597,go listening mary  ,4
463,-0.1943214488221133,-0.14883683834967376, ,4
464,-0.1647913066464915,-0.3083466359749226,cantabile think music lt falling love classical i nodame  ,4
465,-0.22150584167287674,-0.2011561166724343,balls hardcore canary deep underground ordered skinny jeans going copy love  ,4
466,-0.15593405764020513,-0.15723836039255246,something soup noodle amp week dinner pasta-y cheese menu chicken  ,4
467,-0.11814919645876759,-0.11293787634997475,new come jersey  ,4
468,-0.14453664777218583,-0.1380204706969611,facebook  ,4
469,-0.1184709566433713,-0.11581878002280524,good n't nice point draw quote though i  ,4
470,-0.17858025688084878,-0.23790413484419348,goodnight  ,4
471,-0.22997113499267346,-0.15926798542076678,lead d favorites great me job one the to cross  ,4
472,-0.12325965427048007,-0.11969822035156932,already gg good miss starbucks.. tea back tried 1st one lemonade got  ,4
473,-0.19628751739867248,-0.1722938666679244,boom pow-oops  ,4
474,-0.19216287421667214,-0.19015202119207267,university stupid super red the diva  ,4
475,-0.19642818629248152,-0.18708468752421645,latest awesome full this episode newnownext  ,4
476,-0.25968710151724433,-0.24841281843082605,when want faith alright one going day things end remember  ,4
477,-0.16504125266947717,-0.15938196965711723,excited : great amp tour @ pr you s thanks b-would making work love even pbnjen rock  ,4
478,-0.19282614074868185,-0.12670818303665213,give joy years .and man you lucky amazing you know  ,4
479,-0.18084494873281823,-0.15458663723111105,visual n't come check fun dictionary did vocabulary we  ,4
480,-0.20550425288562088,-0.14539298040087725,artistic kinda affirmation drunk lady needed i  ,4
481,-0.11377705195878228,-0.18996715168497597,goodnight later really honey tomorrow morning will early day i busy catch  ,4
482,-0.5737902702299703,-0.5860635364882258,je trenutek link link rip od resnice kakã¯â¿â½en  ,4
483,-0.16479175191767229,-0.14653407007552408,lamb hhhmmm rolls slightly dinner roasted hungry buttered tonight chowmein yum  ,4
484,-0.1708581214679118,-0.1684904096086488,sony psp new brand tweeting can i  ,4
485,-0.20074135423897205,-0.13781480601452187,awesome hey go freakin tour brother sometime metro station  ,4
486,-0.10821744288291968,0.005378181658759265,good bye haircut im ta go everyone shower tweeps well got  ,4
487,-0.16920461146435908,-0.1412445849820838,awesome flickr just seen fallen wonderful love i  ,4
488,-0.24037411294161834,-0.04146278568552331,sorry made n't wrath but khan  ,4
489,-0.21043009866329757,-0.18815487550204846,good ahahah doom amp xavier juggernaut today n__n dr. day magneto  ,4
490,-0.15988050275141283,-0.2200204123345393,need star miss time next jay vicky but reciting wars tahoe geek  ,4
491,-0.16535445128533258,-0.1466074176952329,dont aww make blush  ,4
492,-0.18354070310963158,-0.1770084867238301,trying thing figure  ,4
493,-0.15154558792990172,-0.15431524062891702,bride want watching quot princess the wesley i  ,4
494,-0.21808999890959427,-0.2027863294836197,fiances duplex terwillegar buy  ,4
495,-0.18748804879438843,0.90097522703885,austrian really yum eat hankering cheese smoked  ,4
496,-0.1611007030810992,-0.10104239423478806,girl fun fucking though jealous xxx have i  ,4
497,-0.1684959893728408,-0.14030098452887932,go bunnys lucy ahead guess lmao named name  ,4
498,-0.13005618359704252,-0.11173972467496872,miss yet updates os iphone guys i 3.0  ,4
499,-0.18848317382121763,-0.17560405553663444,love denise i  ,4
500,-0.22259382326558966,0.1537903665512828,might n't today cry school blah texting update upset ca facebook result  ,0
501,-0.17221196832842367,0.022371383622997926,dived 50 managed bounds go times % rest the many ball save i  ,0
502,-0.1400671867176825,-0.1249539472955155,whole fire feels body itchy  ,0
503,-0.12629143065414652,-0.11840438604913908,see n't mad ca behaving i  ,0
504,-0.12949739439342206,-0.1278888474235355,whole crew  ,0
505,-0.2293196971248526,-0.19317344319510749,need hug  ,0
506,-0.1393530273016769,-0.12028037182869862,hey see time lol fine thanks yes.. bit rains long i  ,0
507,-0.12327054625588305,-0.11969185187430915,nope n't  ,0
508,-0.17560950458215488,-0.17618020133848125,muera que  ,0
509,-0.11899647829929545,-0.09198211169605054,snowing break spring plain city  ,0
510,-0.20472935239248474,0.39907050777500414,ears re-pierced i  ,0
511,-0.07545114616650798,0.24067286958394626,and bear ua thought n't embarrassing loss watch i  ,0
512,-0.15334690033094042,-0.14602126534507437,counts idk either never anymore it talk i  ,0
513,-0.148339812622319,-0.1160323166119387,really gun n't doucheclown though snyder first zac  ,0
514,-0.2109791408492755,-0.2894897173498184,miss wish premiere watch i got  ,0
515,-0.129166659254196,-0.1337238951601427,death hurt watch film scene will now severely cut hollis directors wry  ,0
516,-0.21042329307898455,-0.198073170658574,file taxes  ,0
517,-0.1976955800313188,-0.18090770580124607,see ahh rent soundtrack always wanted ive love  ,0
518,-0.14502552323569198,-0.1342656892589227,drinking forgotten table were dear drinks oh  ,0
519,-0.18501100122049258,-0.1840055177008991,day done much n't  ,0
520,-0.12672981348560183,-0.09103170569055528,friend valley time today asked one mid called *sigh* meet  ,0
521,-0.149400768097759,-0.12651974566692678,i cake baked ated  ,0
522,-0.14251135340399568,-0.15940772558494845,going week hoped  ,0
523,-0.1492036910681802,-0.10899321219398658,tomorrow class blagh  ,0
524,-0.1631721202406005,-0.020763028098116934,people wake hate call i  ,0
525,-0.16879813638205565,-0.18544296566261956,sleep just watching cry me going marley  ,0
526,-0.17503187527010652,-0.14847269272324237,sad miss.lilly im now  ,0
527,-0.2569164200233756,-0.20749481300208167,n't wo lol ooooh ok leslie mad i  ,0
528,-0.16857709082439173,-0.16686434744206705,track meh gets every almost lover time depressed exception  ,0
529,-0.0912582209482575,0.035374578757254284,hacked aim now new some1 make one account  ,0
530,-0.1872691416131157,-0.18142062703081754,ride may groove want going anaheim may go b though promote unfornately one and gear i  ,0
531,-0.12826442938244398,-0.13042829779861517,sleeping thought realizing tomorrow morning afternoon now option work evaluations  ,0
532,-0.17157447211506863,-0.14170963789683505,awe love miss  ,0
533,-0.2122268612197037,-0.1969656045922244,eyes sleep night cry asian i  ,0
534,-0.19414840990621682,-0.14873119493387085,hour champ stand ok sick back now sitting held shower bed cause puke i spent  ,0
535,-0.1769094621761767,-0.15480788405934734,tell later good three ya hours day ill story workin  ,0
536,-0.21108492118340372,-0.25019338439058453,came bed time sorry gmt+1  ,0
537,0.2782484371168097,-0.8285723902789621,suitcases want n't depressing its either kids i even think know  ,0
538,-0.20386605375927547,-0.19735439844645278,class work miss gym bed gon another na 6-10 class fly 12-3 8-12 day i then girlfriend 3-5  ,0
539,-0.17373138307168998,-0.1966720105869705,study really n't exam tomorrows today practical feel getting got  ,0
540,-0.18633371270139146,-0.14264176656369945,teardrops break reason guitar enough heart one he  ,0
541,-0.18101783631854937,-0.14800182612264612,sad wan sleep n't know na hate feeling ca still sad i  ,0
542,-0.26694517712727,0.004958126424722629,missed sad see finally awww wish comfortable im soo i  ,0
543,-0.17223286782422143,-0.1336333497992676,sad falling just girl asleep found breaks heart how body heard family my tracy  ,0
544,0.01283790369953129,-1.001153580648762,less yay time but happy job means i  ,0
545,-0.19210522681990336,-0.13946057363357395,w/ ppl happening looks just uids probs user are timeline twanking bgs checked still blackberry  ,0
546,-0.1507698541110704,-0.15324620410079204,top oh fave burnt wear ironing man meeting  ,0
547,-0.15625569340446546,-0.13421213116358063,sad strangely samro lilo breaking  ,0
548,-0.3737665480249424,-0.41688752631473525,n't sorry retweeting think oh  ,0
549,-0.16740110777526485,-0.17437913545435368,promise broadband 'a via plan broken massive www.diigo.com/~tautao broadband waiting still  ,0
550,-0.18251505359266548,-0.18147401131868704,may tons see lot feed wow unfollow scrolling replies friends tweets i  ,0
551,-0.21854726968184493,-0.154668663477656,duck wayyy taking hatch long chicken  ,0
552,-0.13196504180385688,-0.08609554608460192,online yrs site ago now put crashed pc vacation forget name i photos  ,0
553,-0.2155695416325802,-0.2042415360344182,need i hug  ,0
554,-0.039580812871076294,-0.1118633611559064,trade want company not sorry assets much away pos sure as dont think i andy  ,0
555,-0.1846455157911806,-0.18462844075383797,hate happens i  ,0
556,-0.16125335824625675,-0.15586949409721082,sad ta game music say use show dallas though feeling going mmm shows think i got  ,0
557,-0.23566093801291724,-0.022456930412733757,tomorrow ugh degrees .92  ,0
558,-0.2170436212630026,0.6308464239855213,already thought glad random where found yer move hear sd hmmm well u i  ,0
559,-0.15866223289073222,-0.15024105700135765,the miss playing copped wutcha ps3 on 'blood have sand i commission  ,0
560,-0.16226755384327712,-0.1426779293622246,work parking leaving lot  ,0
561,-0.09993446839713878,-0.1363846404772074,but cool life me the  ,0
562,-0.18166096827387643,-0.15829977281025767,gotten experience sadly will now though coitus never i cigarette post  ,0
563,-0.21264177404718212,-0.18551834230147704,5am nice tomorrow comes bad too i rain day  ,0
564,-0.17509232378408218,-0.17530427267638313,phone shucks wo n't bill pay lost job bad lmao aw ca around even i  ,0
565,-0.2047441477493045,-0.23511500085987977,tomorrow school damm back  ,0
566,-0.15346044918615276,-0.2015332829145192,hour hell wage mo clams min f'n money jobs  ,0
567,-0.16039767567934007,-0.15238398978376796,see forever not soon  ,0
568,-0.23380498199309693,-0.22368088105316888,agreed today allllll failwhale saw i day  ,0
569,-0.1965634610034595,-0.12017393045592523,sorry need really unless someone dude look em hey pop added says terrible dont you haha i oh  ,0
570,-0.06636493989521318,-0.1574414148263653,jared need or working start nikster right i sure least  ,0
571,0.7134725778945074,-2.3153880028682043,really ugly clearly trace people not hate diss bands  ,0
572,-0.17844101188374134,-0.18102721326718788,adidas socks cute : business gym .and black today leather puma lucky run girls shoes attire singlet shorts  ,0
573,-0.14261650581034666,-0.14299304282232156,n't wo location show why  ,0
574,-0.2200812317595261,-0.14261403796678046,smells phone no picnic citrus  ,0
575,-0.16983448180712366,-0.1756659725774992,mug comments see sensitive glad charger awol nevertheless asap still my donkey  ,0
576,-0.1613894300070306,-0.13127619826480497,fml no new tonight csi  ,0
577,-0.20053318211832663,-0.20115244115529116,sore arms think tennis  ,0
578,-0.17529143718244,-0.15012436534898804,split wonders someone seccond depressed unhappy make u much  ,0
579,-0.2598054303479,-0.1460634997997487,see bye sleep soon tomorrow saying hate night  ,0
580,-0.12555912664453128,-0.12206935943519531,booked already really shame newsletter paid got mine unbelievable ur i fares  ,0
581,-0.11906896403419003,-0.11616113422449056,missin boo  ,0
582,0.25765305005446165,-0.13939796639797666,me  ,0
583,-0.17975891925625584,0.1816043403047906,n't useless my damn chalkboard i chalk is  ,0
584,-0.19844240255669882,-0.185344761187376,day throat blast hates getty worse getting it sore villa  ,0
585,-0.17129997174246275,-0.044456556548651376,hey missed mama sup ya meeting  ,0
586,-0.14322182348197346,-0.015480225837254627,anything tummy hypnosis smoking stop working if hurts wonder i my  ,0
587,-0.26288263724656546,-0.05591061979551351,always fat ones  ,0
588,-0.23400942465049343,-0.14443293863696144,sorry babe muahaha fam laugh* *evil now asleep thankfully right annoys my  ,0
589,-0.1619051120115623,-0.14892073385699317,webpage photoshop undergrad attention paid covered class design i  ,0
590,-0.14301809280673167,-0.14082881786283888,b-day wednesday know n't  ,0
591,-0.4238035608841524,0.02460982859834211,poor cameron hills  ,0
592,-0.21421639860790312,-0.19648238120817374,please jerk babies my/our headache ex birthday 1st sh** start threatening still party pray i  ,0
593,-0.16861252478617028,-0.16130395178782644,really u find someone hmm problems enjoy constants things think ulike  ,0
594,17.405109480810445,3.1627618942849476,sick strider little puppy  ,0
595,-0.19141181046856665,-0.1601281106404381,wnt much well .. wana its rylee ohh party easter go able sadly do grace since steve b but i  ,0
596,-0.15205886904870852,-0.13475963003650845,hey pools n't actually bracket too won bad one money i  ,0
597,-0.18631991846294443,-0.030255776103038683,n't follow either work you  ,0
598,-1.0174181991524327,-1.591549589266022,good : t.w lose nite spartans bad the favorite astros teams  ,0
599,-0.23066019208145444,-0.20289882069492615,california : girl missing .. body remains calif girl missing found northern police found of  ,0
600,-0.15305760634412857,-0.12680553475155576,yesterday got capacity times will fail pain +15 hope fast hours whale i increase  ,0
601,-0.1660763251937855,-0.1828419804241065,classes work behind  ,0
602,-0.18127482555685717,-0.16203335567142252,watching quot house  ,0
603,-0.17912709945631258,-0.16031031130620452,remember strikes time back bum serious leg  ,0
604,-0.20015613396985793,-0.1738267915990045,online cool will complaints recalls laptop overheating kinds  ,0
605,-0.08240305356547831,-0.14511536679408665,mommy glad misses will she new job emily done training  ,0
606,-0.11535734127353497,-0.11194487369070628,sophmore rather messages ones mixed bad first party send year  ,0
607,-0.1905842392724048,-0.15066146144896264,overrated  ,0
608,-0.14840413531836494,-0.13240138829630074,behind times know thing moscow wondered afternoon heard i  ,0
609,-0.14822651416173416,-0.1407050540947331,voice.. bed laying  ,0
610,-0.159672547452339,-0.1302385555588992,sad killed sooo house whyyyyyyyy i kutner  ,0
611,-0.1823408424654676,-0.15751126276880903,sorry tell really culpa sorry mea i  ,0
612,-0.13973451320436264,-0.13090907707722169,believe n't suicide actually sense thing make refuse happened i  ,0
613,-0.18913921503884495,-0.1853778838156417,ok hope  ,0
614,-0.19477015883991186,-0.174935063189593,grind want much n't stop time inspirational damn do cuz the saddening love u i  ,0
615,-0.17112981984423997,-0.1625193881185073,yeah wudnt stand aw chance know  ,0
616,-0.25964890168212673,-0.14034501249692397,ugh 1:30am cant sleep  ,0
617,-0.14683763565875915,-0.34379890639920974,sucks sing n't ca hanging na wan crooners  ,0
618,-0.14957428811527737,-0.15343979104907612,beach too.. girls miss im aaw go w leaving morning quot think.. wan tomorrow na bh aww ya u  ,0
619,-0.17463282296826096,-0.1602310902232784,station radio is asba pissed  ,0
620,-0.17311662402932862,-0.17106271616610422,b-day n n't wednesday know  ,0
621,-0.2141444565418683,-0.051167911840147476,good sounds thought life head flipped ramen upside i know  ,0
622,-0.22679464687032752,-0.1650172140852536,mention hurt made not sides fail pain back i crying my  ,0
623,-0.14375755171099291,-0.18248657010051236,ugh sleep sick back late quot hate glass b/c night oj snack getting i sickness  ,0
624,-0.39808934436225224,-0.2293260039304022,belle fan big camilla i but..  ,0
625,-0.21723270881341322,-0.17809578403610676,broke mine wait ca el-stupido 'till blame must work n't clip ca 'puter filters something he see ex wah i  ,0
626,-0.11341079831295592,-0.08614871146507712,need do.. seems this week actually terms done going longer i much  ,0
627,-0.20397529770441358,-0.1941850446857421,i cold  ,0
628,-0.20150213327222702,-0.15043328374069967,ugly weather n't tomorrow gon ehhh turn na take  ,0
629,-0.16019048011622442,-0.15354139699006936,cooooold go show haha incredible d still stuff  ,0
630,-0.10812205537570942,-0.19655404316266972,tummy hoping soon go rumbles away  ,0
631,-0.1281021333075436,-0.07937325660836032,follow called they tomorrow no told working agency said notice i  ,0
632,-0.44579997234729046,-0.3893649901863699,bedtime almost  ,0
633,-0.1289630828454545,-0.1255744735865269,long babe.. sleep missing try hopefully imma tired happy.. alive yawwwnn.. love headstart i  ,0
634,-0.1287610337316567,-0.1349700668601142,snow agh  ,0
635,-0.19277569151691334,-0.18278365622296505,kenny powers miss  ,0
636,-0.246088226790951,-0.1852462803123941,sad n't thank know people actually now direct letting bridget message i got  ,0
637,-0.11779978150227496,-0.09842280294839806,missed consecutive n 100th victory win 10th without loss test india  ,0
638,-0.15464125297606274,-0.1412093117535992,guess i  ,0
639,-0.14450303888206287,-0.13475234266804426,going sadly bed  ,0
640,-0.14000514004599027,-0.13733215705243437,stephan shame hear  ,0
641,-0.3100578062172337,-0.03725145729080385,hey morning leavin  ,0
642,-0.19723974064324654,-0.20876621323099026,12 novel happen and intending probably finish editing 536-page pages will left manuscript tonight was  ,0
643,-0.2636080986163684,-0.25367062249687916,today now laid hurts head around much  ,0
644,-0.1324703000349103,-0.12863222286346176,francesca diaries made n't easy amp read hmm 10th cry princess saving still 9th end books i  ,0
645,-0.1970357829368998,-0.056905304577528834,nokia died.. 1110  ,0
646,-0.18209186838456767,-0.16044402273438962,might anything mom like breast wo n't week find cancer i worried my  ,0
647,-0.2147305027942616,-0.5068669358285482,hoping sleep tomorrow going better day  ,0
648,-0.11535733159245543,-0.11194485353807745,savings later hour wish they keep breakfast understood waking though lol.. kids daylight ended  ,0
649,-0.19585499351466656,-0.056247008907401946,lame  ,0
650,-0.1465391859866471,-0.11344769825529569,understand really i n't  ,0
651,-0.1898483025885475,-0.14209296986236433,season heroes n't  ,0
652,-0.338380176700705,-0.20318068148944904,n't fun living downtown sure much  ,0
653,-0.12815836102041944,-0.1458882949810351,ate cherry sour not wish coke skittles big thing calorie food ass junk wise i free  ,0
654,-0.1658365650781892,-0.1853632679166433,work man hard  ,0
655,-0.15998454956280939,-0.2483646779692196,time studying tea sick hot getting sleeeep  ,0
656,-0.1770619783013229,-0.17479680848358564,eyebrows getting pain more waxed  ,0
657,-0.23995557175932813,-0.08863275376776523,yesterday star phantasy no going work  ,0
658,-0.18600238930533608,-0.16067180659064856,oh macheist n't just espresso serial got though 3.0 said did well apps sweet sent although oh  ,0
659,-0.13810891688352564,-0.1960339246264581,st good pick go mich way win lost feeling tonight was pretty picked  ,0
660,-0.13057267218659813,-0.12098284155376467,working alone downstairs  ,0
